StationUID,StationID,StationName/Zh_tw,StationName/En,StationPosition/PositionLon,StationPosition/PositionLat,StationAddress,StationPhone,StationClass,StationURL
TRA-4210,4210,大橋,Daqiao,120.22449,23.01951,71049臺南市永康區西橋里中華路 835 號,06-3021755,4,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/4210
TRA-4220,4220,臺南,Tainan,120.21231,22.99719,70146臺南市東區成大里北門路二段 4 號,06-2261314,1,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/4220
TRA-4250,4250,保安,Bao'an,120.23143,22.93289,71755臺南市仁德區保安里文賢路一段 529 巷 10 號,06-2665988,3,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/4250
TRA-4260,4260,仁德,Rende,120.24061,22.92364,71750臺南市仁德區保安里永德路 10 號,06-2669383,4,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/4260
TRA-4270,4270,中洲,Zhongzhou,120.25286,22.90466,71754臺南市仁德區中洲五街236號,06-2667191,2,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/4270
TRA-4271,4271,長榮大學,Chang Jung Christian University,120.27274,22.90735,71150臺南市歸仁區大潭里長大路15 號,06-2782615,4,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/4271
TRA-4272,4272,沙崙,Shalun,120.28635,22.92419,71151臺南市歸仁區沙崙里歸仁大道 102 號,06-3032686,4,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/4272
TRA-4290,4290,大湖,Dahu,120.25384,22.87821,82144高雄市路竹區甲南里天祐路 24 號,07-6932127,3,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/4290
TRA-4300,4300,路竹,Luzhu,120.26619,22.85404,82146高雄市路竹區竹南里中正路 288 號,07-6072723,3,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/4300
TRA-4310,4310,岡山,Gangshan,120.30008,22.79251,82065高雄市岡山區碧紅里岡燕路 111 號,07-6212074,1,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/4310
TRA-4320,4320,橋頭,Qiaotou,120.31043,22.76113,82548高雄市橋頭區橋頭里站前街 14 號,07-6115424,3,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/4320
TRA-4330,4330,楠梓,Nanzi,120.32453,22.72717,81162高雄市惠楠里建楠路 229 號,07-3510175,2,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/4330
TRA-4340,4340,新左營,Xinzuoying,120.30721,22.68721,81354高雄市左營區尾北里站前北路 1 號,07-5887825,1,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/4340
TRA-4350,4350,左營,Zuoying,120.29441,22.67441,81351高雄市左營區翠華路1050號地下1層,07-5887835,4,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/4350
TRA-4360,4360,內惟,Neiwei,120.28691,22.66611,804高雄市鼓山區翠華路500號地下1層,07-5886119,4,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/4360
TRA-4370,4370,美術館,Museum of Fine Arts,120.28163,22.65298,80460高雄市鼓山區翠華路246號,07-5215147,4,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/4370
TRA-4380,4380,鼓山,Gushan,120.28071,22.64169,80445高雄市鼓山區鐵路街20巷6號,07-5217014,4,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/4380
TRA-4390,4390,三塊厝,Sankuaicuo,120.29381,22.63901,80748高雄市三民區德北里6鄰康平街1號,07-2856234,4,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/4390
TRA-4400,4400,高雄,Kaohsiung,120.30313,22.63801,80750高雄市三民區港西里建國二路 318 號,07-2352376,0,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/4400
TRA-4410,4410,民族,Minzu,120.31479,22.63881,807高雄市三民區博惠里14鄰凱旋一路260號,07-2231492,4,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/4410
TRA-4420,4420,科工館,Science And Technology Museum,120.32663,22.63702,807高雄市三民區寶盛里15鄰大順三路307號,07-2234778,4,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/4420
TRA-4430,4430,正義,Zhengyi,120.34245,22.63425,802高雄市苓雅區建軍里正義路 308 號 B1,07-7999818,4,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/4430
TRA-4440,4440,鳳山,Fongshan,120.35746,22.63131,83064高雄市鳳山區曹公里曹公路 137 號,07-7460423,2,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/4440
TRA-4450,4450,後庄,Houzhuang,120.39132,22.64013,83143高雄市大寮區後庄里民慶街 9 號,07-7020149,4,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/4450
TRA-4460,4460,九曲堂,Jiuqutang,120.42072,22.65658,84041高雄市大樹區久堂里久堂路鐵路巷 15 號,07-6512020,3,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/4460
TRA-4470,4470,六塊厝,Liukuaicuo,120.46491,22.66619,90082屏東縣屏東市長安里光復路 392 號,08-7515140,5,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/4470
TRA-5000,5000,屏東,Pingtung,120.48627,22.66961,90078屏東縣屏東市擇仁里公勇路 62 號,08-7515140,1,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/5000
TRA-5010,5010,歸來,Guilai,120.50294,22.65214,90043屏東縣屏東市歸來里歸仁路 5 之 4 號,08-7515140,5,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/5010
TRA-5020,5020,麟洛,Linluo,120.51446,22.63478,90941屏東縣麟洛鄉田道村中華路站前巷 15 號,08-7515140,5,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/5020
TRA-5030,5030,西勢,Xishi,120.52677,22.61661,91142屏東縣竹田鄉西勢村西豐路 2 號,08-7784521,3,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/5030
TRA-5040,5040,竹田,Zhutian,120.54009,22.58648,91144屏東縣竹田鄉履豐村豐明路29 號,08-7711002,4,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/5040
TRA-5050,5050,潮州,Chaozhou,120.53662,22.55007,92045屏東縣潮州鎮新榮里信義路 111 號,08-7882739,1,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/5050
TRA-5060,5060,崁頂,Kanding,120.51481,22.51311,92442屏東縣崁頂鄉崁頂村中正路 122 號,08-7882739,5,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/5060
TRA-5070,5070,南州,Nanzhou,120.51159,22.49203,92643屏東縣南州鄉仁里村仁里路 86 號,08-8642942,3,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/5070
TRA-5080,5080,鎮安,Zhen'an,120.51151,22.45794,92748屏東縣林邊鄉鎮安村永和路 4 號,08-8642942,5,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/5080
TRA-5090,5090,林邊,Linbian,120.51538,22.43141,92744屏東縣林邊鄉仁和村仁愛路 33 號,08-8751475,3,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/5090
TRA-5100,5100,佳冬,Jiadong,120.54782,22.41416,931屏東縣佳冬鄉六根村復興路21號,08-8662939,4,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/5100
TRA-5110,5110,東海,Donghai,120.57252,22.39903,94042屏東縣枋寮鄉東海村西安路 92 號,08-8782041,5,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/5110
TRA-5120,5120,枋寮,Fangliao,120.59501,22.36786,94043屏東縣枋寮鄉枋寮村儲運路 18 號,08-8782041,2,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/5120
TRA-5130,5130,加祿,Jialu,120.62445,22.33085,94145屏東縣枋山鄉加祿村會社 53 號,08-8720791,3,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/5130
TRA-5140,5140,內獅,Neishi,120.64322,22.30615,94150屏東縣枋山鄉加祿村南和 43 號,08-8720791,5,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/5140
TRA-5160,5160,枋山,Fangshan,120.65968,22.26677,94350屏東縣獅子鄉內獅村內獅巷 84 號,08-8720791,4,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/5160
TRA-5170,5170,枋野,Fangye,120.71709,22.28091,94350屏東縣獅子鄉內獅村內獅巷 88 號,08-8761953,3,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/5170
TRA-5190,5190,大武,Dawu,120.90091,22.36537,96541臺東縣大武鄉大鳥村和平部落 33 號,089-792056,3,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/5190
TRA-5200,5200,瀧溪,Longxi,120.94188,22.46072,96345臺東縣太麻里鄉多良村大溪 37 號,089-761482,4,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/5200
TRA-5210,5210,金崙,Jinlun,120.96721,22.53161,96344臺東縣太麻里鄉金崙村金崙 47 之 17 號,089-771068,3,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/5210
TRA-5220,5220,太麻里,Taimali,121.00505,22.61879,96346臺東縣太麻里鄉大王村站前路 2 號,089-781544,3,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/5220
TRA-5230,5230,知本,Zhiben,121.06128,22.71008,95093臺東縣臺東市知本里知本路二段 900 巷 85 號,089-514482,3,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/5230
TRA-5240,5240,康樂,Kangle,121.09338,22.76406,95060臺東縣臺東市康樂里博物館路 51 巷 131 號,089-383107,4,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/5240
TRA-5999,5999,潮州基地,Chaozhou Railway Workshop,120.52642,22.52231,92054屏東縣潮州鎮光春里光復路 616 號,08-7889880,4,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/5999
TRA-6000,6000,臺東,Taitung,121.12326,22.79375,95058臺東縣臺東市岩灣里岩灣路 101 巷 598 號,089-229687,1,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/6000
TRA-6010,6010,山里,Shanli,121.13778,22.86194,95443臺東縣卑南鄉嘉豐村山里路 108 號,089-572370,3,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/6010
TRA-6020,6020,鹿野,Luye,121.13696,22.91251,95542臺東縣鹿野鄉鹿野村中正路 38 號,089-550217,3,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/6020
TRA-6030,6030,瑞源,Ruiyuan,121.15902,22.95613,95543臺東縣鹿野鄉瑞源村瑞景路一段 336 巷 8 號 之 1,089-580159,3,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/6030
TRA-6040,6040,瑞和,Ruihe,121.15573,22.98001,95543臺東縣鹿野鄉瑞和村瑞景路三段 1 之 1 號,089-580159,5,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/6040
TRA-6050,6050,關山,Guanshan,121.16441,23.04564,95662臺東縣關山鎮里壠里博愛路 2 號,089-811033,3,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/6050
TRA-6060,6060,海端,Haiduan,121.17695,23.10257,95664臺東縣關山鎮德高里西莊 49 號,089-811033,4,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/6060
TRA-6070,6070,池上,Chishang,121.21945,23.12628,95862臺東縣池上鄉福文村鐵花路 30 號,089-862097,3,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/6070
TRA-6080,6080,富里,Fuli,121.24864,23.17935,98341花蓮縣富里鄉富里村車站街 56 號,03-8831771,3,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/6080
TRA-6090,6090,東竹,Dongzhu,121.27844,23.22612,98391花蓮縣富里鄉新興村新興 26 號,03-8821504,3,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/6090
TRA-6100,6100,東里,Dongli,121.30575,23.27127,98392花蓮縣富里鄉東里村大莊路 15 之 6 號,03-8861005,3,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/6100
TRA-6110,6110,玉里,Yuli,121.31181,23.33161,98143花蓮縣玉里鎮中城里康樂街 39 號,03-8882020,1,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/6110
TRA-6120,6120,三民,Sanmin,121.34561,23.42463,98191花蓮縣玉里鎮三民里三民 10 號,03-8841847,3,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/6120
TRA-6130,6130,瑞穗,Ruisui,121.37689,23.49739,97841花蓮縣瑞穗鄉瑞穗村四維街 13 號,03-8875039,3,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/6130
TRA-6140,6140,富源,Fuyuan,121.38003,23.58028,97843花蓮縣瑞穗鄉富源村富源路 2 號,03-8811824,3,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/6140
TRA-6150,6150,大富,Dafu,121.38969,23.60572,97644花蓮縣光復鄉大富村明德路 1 號,03-8811824,5,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/6150
TRA-6160,6160,光復,Guangfu,121.42125,23.66633,97645花蓮縣光復鄉大安村中正路一段 2 之 1 號,03-8704143,3,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/6160
TRA-6170,6170,萬榮,Wanrong,121.41907,23.71199,97543花蓮縣鳳林鎮長橋里長德街 17 號,03-8752175,3,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/6170
TRA-6180,6180,鳳林,Fenglin,121.44708,23.74625,97545花蓮縣鳳林鎮鳳智里中山路 43 號,03-8762004,3,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/6180
TRA-6190,6190,南平,Nanping,121.45833,23.78228,97542花蓮縣鳳林鎮南平里自強路 233 號,03-8771597,3,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/6190
TRA-6200,6200,林榮新光,Linrong Shin Kong,121.46166,23.80167,97542花蓮縣鳳林鎮兆豐路800號,03-8772677,4,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/6200
TRA-6210,6210,豐田,Fengtian,121.49619,23.84836,97451花蓮縣壽豐鄉豐山村站前街 36 號,03-8654251,4,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/6210
TRA-6220,6220,壽豐,Shoufeng,121.51064,23.86901,97442花蓮縣壽豐鄉壽豐村壽山路 1 號,03-8653706,3,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/6220
TRA-6230,6230,平和,Pinghe,121.52036,23.88275,97445花蓮縣壽豐鄉平和村平和路 1 號,03-8653706,5,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/6230
TRA-6240,6240,志學,Zhixue,121.52947,23.90751,97443花蓮縣壽豐鄉志學村中正路 1 號,03-8662966,3,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/6240
TRA-6250,6250,吉安,Ji'an,121.58261,23.96825,97350花蓮縣吉安鄉南昌村南昌路1號,03-8539423,3,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/6250
TRA-7000,7000,花蓮,Hualien,121.60158,23.99264,97055花蓮縣花蓮市國聯里國聯一路 100 號,03-8355941,0,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/7000
TRA-7010,7010,北埔,Beipu,121.60189,24.03251,97147花蓮縣新城鄉北埔村自強街 113 號,03-8263809,3,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/7010
TRA-7020,7020,景美,Jingmei,121.61103,24.09039,97243花蓮縣秀林鄉景美村加灣 178 之 1 號,03-8611237,4,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/7020
TRA-7030,7030,新城,Xincheng,121.64103,24.12761,97163花蓮縣新城鄉新城村新興一路 73 號,03-8611237,2,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/7030
TRA-7040,7040,崇德,Chongde,121.65555,24.17111,97253花蓮縣秀林鄉崇德村海濱路 96 號,03-8621365,3,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/7040
TRA-7050,7050,和仁,Heren,121.71192,24.24219,97291花蓮縣秀林鄉和平村和仁 71 號,03-8681221,3,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/7050
TRA-7060,7060,和平,Heping,121.75322,24.29825,97291花蓮縣秀林鄉和平村和平 276 號,03-8681009,2,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/7060
TRA-7070,7070,漢本,Hanben,121.76878,24.33561,27247宜蘭縣南澳鄉澳花村蘇花路一段 56 號,03-9985238,3,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/7070
TRA-7080,7080,武塔,Wuta,121.77601,24.44879,27245宜蘭縣南澳鄉武塔村新溪路 18 號,03-9981971,5,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/7080
TRA-7090,7090,南澳,Nan'ao,121.80103,24.46342,27092宜蘭縣蘇澳鎮南強里大通路 22 號,03-9981971,3,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/7090
TRA-7100,7100,東澳,Dong'ao,121.83071,24.51828,27291宜蘭縣南澳鄉東岳村東岳路 1 號,03-9986053,2,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/7100
TRA-7110,7110,永樂,Yongle,121.84458,24.56843,27046宜蘭縣蘇澳鎮永樂里圳頭路 60 號,03-9961889,3,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/7110
TRA-7120,7120,蘇澳,Su'ao,121.85145,24.59539,27048宜蘭縣蘇澳鎮蘇南里太平路 1 號,03-9962028,2,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/7120
TRA-7130,7130,蘇澳新,Su'aoxin,121.82719,24.60852,27048宜蘭縣蘇澳鎮聖愛里中山路二段 238 之 1 號,03-9961004,1,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/7130
TRA-7140,7140,新馬,Xinma,121.82292,24.61535,27048宜蘭縣蘇澳鎮新城里中山路二段 322 號,03-9961004,5,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/7140
TRA-7150,7150,冬山,Dongshan,121.79461,24.63511,26946宜蘭縣冬山鄉冬山村中正路 1 號,03-9594221,3,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/7150
TRA-7160,7160,羅東,Luodong,121.77424,24.67795,26550宜蘭縣羅東鎮大新里公正路 2 號,03-9542117,2,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/7160
TRA-7170,7170,中里,Zhongli_Yilan,121.77526,24.69415,26844宜蘭縣五結鄉中興村台興路 10 號,03-9542117,5,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/7170
TRA-7180,7180,二結,Erjie,121.77411,24.70529,26843宜蘭縣五結鄉五結中路三段658巷8號,03-9650304,3,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/7180
TRA-7190,7190,宜蘭,Yilan,121.75791,24.75462,26043宜蘭縣宜蘭市和睦里光復路 1 號,03-9323801,1,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/7190
TRA-7200,7200,四城,Sicheng,121.76268,24.78684,26245宜蘭縣礁溪鄉吳沙村站前路 24 號,03-9282449,4,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/7200
TRA-7210,7210,礁溪,Jiaoxi,121.77523,24.82705,26248宜蘭縣礁溪鄉德陽村溫泉路 1 號,03-9886940,3,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/7210
TRA-7220,7220,頂埔,Dingpu,121.80918,24.84383,26142宜蘭縣頭城鎮下埔里下埔路 4 之 8 號,03-9771429,5,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/7220
TRA-7230,7230,頭城,Toucheng,121.82253,24.85898,26146宜蘭縣頭城鎮纘祥路 59 號,03-9771429,2,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/7230
TRA-7240,7240,外澳,Wai'ao,121.84576,24.88371,261宜蘭縣頭城鎮濱海路二段 217 號,03-9771429,5,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/7240
TRA-7250,7250,龜山,Guishan,121.86886,24.90481,26144宜蘭縣頭城鎮更新里濱海路三段 261 號,03-9770351,4,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/7250
TRA-7260,7260,大溪,Daxi,121.88983,24.93836,26145宜蘭縣頭城鎮濱海路五段 63 號,03-9771429,5,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/7260
TRA-7270,7270,大里,Dali,121.92257,24.96688,26145宜蘭縣頭城鎮大里里濱海路六段 326 號,03-9781171,4,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/7270
TRA-7280,7280,石城,Shicheng,121.94546,24.97837,26145宜蘭縣頭城鎮濱海路七段 230 號,03-9771429,5,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/7280
TRA-7290,7290,福隆,Fulong,121.94471,25.01598,22841新北市貢寮區福隆里福隆街 2 號,02-24991800,3,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/7290
TRA-7300,7300,貢寮,Gongliao,121.90649,25.02205,22843新北市貢寮區貢寮里朝陽街 33 號,02-24941500,4,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/7300
TRA-7310,7310,雙溪,Shuangxi,121.86415,25.03861,22744新北市雙溪區新基里朝陽街 1 號,02-24932980,2,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/7310
TRA-7320,7320,牡丹,Mudan,121.84974,25.05877,22741新北市雙溪區牡丹里51號,02-24932980,5,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/7320
TRA-7330,7330,三貂嶺,Sandiaoling,121.82259,25.06555,22446新北市瑞芳區碩仁里魚寮路 1 號,02-24977896,3,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/7330
TRA-7331,7331,大華,Dahua,121.79751,25.04993,22643新北市平溪區南山里六分 12 之 1 號,02-24972033,5,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/7331
TRA-7332,7332,十分,Shifen,121.77514,25.04111,22643新北市平溪區十分里十分街 51 號,02-24958307,4,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/7332
TRA-7333,7333,望古,Wanggu,121.76349,25.03445,226新北市平溪區望古里 (無站房),02-24972033,5,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/7333
TRA-7334,7334,嶺腳,Lingjiao,121.74784,25.03021,22641新北市平溪區嶺腳里嶺腳寮 22 號,02-24972033,5,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/7334
TRA-7335,7335,平溪,Pingxi,121.73994,25.02552,22641新北市平溪區平溪里中華街 12 號,02-24972033,4,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/7335
TRA-7336,7336,菁桐,Jingtong,121.72394,25.02384,22642新北市平溪區菁桐里菁桐街 52 號,02-24972033,4,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/7336
TRA-7350,7350,猴硐,Houtong,121.82741,25.08711,22446新北市瑞芳區光復里柴寮路 70 號,02-24977747,3,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/7350
TRA-7360,7360,瑞芳,Ruifang,121.80596,25.10861,22441新北市瑞芳區龍潭里明燈路三段 82 號,02-24972033,1,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/7360
TRA-7361,7361,海科館,Haikeguan,121.80003,25.13768,202基隆市中正區長潭里,02-24972033,5,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/7361
TRA-7362,7362,八斗子,Badouzi,121.80411,25.13481,202基隆市中正區砂子里省道臺 2 線 (與新北市瑞芳區交界處、無站房),02-24972033,5,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/7362
TRA-7380,7380,四腳亭,Sijiaoting,121.76192,25.10281,22449新北市瑞芳區吉慶里中央路 65 號,02-24579346,3,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/7380
TRA-7390,7390,暖暖,Nuannuan,121.74048,25.10224,205基隆市暖暖區暖暖里暖暖街 51 號,02-24972033,5,http://www.railway.gov.tw/tra-tip-web/tip/tip00H/tipH41/viewStaInfo/7390
